id	result
3363	"['В прошлом году Emotional Rescue провели очередную успешную операцию, собрав на одном диске все песни короткого, но громкого пути французской синтпоп-группы Takenoko.', 'Трио сформировалось в Бордо в 1981-ом, молодые ребята наслушались сначала англосаксонского нью-вейва, Talking Heads и Gang Of Four, а потом и немецких Kraftwerk — и решили с европейским максимализмом объединить стайл первых и саунд вторых, одними из первых на континенте получив классический синтпоп, а в последующем доведя его до перенасыщенного, гиперстимулированного, но всё еще годного нью-бита и европопа.', ""L'Amour Est Mon Arme включает в себя все три сингла, выпущенные группой с 1982-го по 1988-й, и россыпь демок и неизданных песен; всё очень качественно ремастеринговано, так что грань между ними почти не разглядеть."", 'Везде всё ярко, плотно, весело, как вчера на Стрелке.', 'Кто вчера там был и хочет продолжить сегодня на дому, прошу сюда.', ""Takenoko L'Amour Est Mon Arme, 2018 (Emotional Rescue)""]"
3362	"['Французский лейбл Akuphone уже четвертый год занимается спасением локальной музыки перефирийных сообществ, сосредотачиваясь на регионе юго-восточной Азии и времени между пятидесятыми и восьмидесятыми годами прошлого века — и вот у них вышло идеальное переиздание для первого знакомства с лейблом, штука мало на что похожая, но очень доступная: Malam Minggu: A Saturday Night in Sunda — изданная в 1991-ом компиляция индонезийского попа 1978-1985-х годов.', 'Немножко предыстории.', 'Как только Индонезия получила независимость в 1950-м, там сразу по-жесткому активизировались процессы создания нации и национального государства, страна решительно отмежовывалась от оккупантской западной культуры и искала свои национальные традиции, потерянные в далеком прошлом, а когда их не находила, попросту изобретала их с нуля — что, впрочем, обычная история для любой постколониальной страны.', 'Однако здесь последовало даже большее: с середины 50-х годов коммунисты набирают все большее одобрение, а президент страны Сукарно в борьбе с западными странами всё более склоняется в протекторат СССР, группируется с коммунистической партией, расширяет свои полномочия и ограничивает власть парламента в пользу диктатуры пролетариата.', 'В числе прочих марксистских установок он принимает и развитие антикапиталистической народной культуры, вводя в 1961-ом запрет на исполнение и распространение западной поп-музыки — мера оказывается удачной и на основе индонезийского гамелана быстро формируется хорошее импортозамещение, ни на что не похожий индонезийский поп, прозванный jaipong и pop sunda.', 'В 1967-ом при поддержке стран первого мира в Индонезии происходит антикоммунистический военный переворот под предводительством генерала Сухарто, повлекший за собой геноцид 500 000-2 000 000 сторонников коммунистов, китайцев и простых мирных жителей и установление фашистского режима, существующего по сей день и отлично раскрытого в страшных документалках Джошуа Оппенхаймера The Act of Killing и The Look of Silence.', 'Главной боевой силой Сухарто были организованные преступные группировки уличной молодежи, тупых и зубастых челов, зарабатывавших нелегальными показами голливудского кино и мелким рэкетом — поэтому когда им дали добро на любую расправу, они были рады убивать всех, кто не был готов заплатить им достаточно для того, чтобы выкупить свою жизнь, причем способы казни, по словам ""героев"" той войны они заимствовали из своего любимого гангстерского кино.', 'Идеологическим оправданием для насилия была борьба с коммунистическим гнетом и борьба за либеральную свободу: палачи тех лет до сих пор с гордостью называют себя гангстерами, думая, что это слово переводится как ""свободный человек"".', 'В общем, в культурном поле силовыми методами происходила борьба протекционистского национализма и максимально косячного карго-культа на неверно понятые западные образцы.', 'Грустно для гангстеров, но абсолютно закономерно для любого понимающего суть фашизма, — это то, что после истребления ""коммунистов"" и установления фашистской военной диктатуры Сухарто в корне не изменил националистическую политику в государстве, почти не ослабив барьеры проникновения западной продукции, и продолжил поддержку патриотической и/или национальной культуры, кино и музыки, того самого jaipong, рожденного коммунистическими методами регуляции.', 'Malam Minggu: A Saturday Night in Sunda — собрание действительно популярных песен из региона Зондского пролива, отделяющего Суматру от Явы, записаны эти песни спустя более десятилетия после переворота и геноцида, однако в них все ещё сложно разглядеть какие-либо западные влияния, кроме собственно упрощения музыки для поп-формата.', 'Все инструменты локальны настолько, что кажутся как будто с другой знойной планеты, запутанные звонко-перкуссионные ритмы плавают, голоса выводят сложные фигуры, напоминающие о мусульманской каллиграфии — однако все песни записаны чисто и ровно, каждая из них закончена в своей студийной версии, короткая, доходчивая, комфортная и прилипчивая.', 'Собственно, наверно поэтому эти треки хорошо вписываются в сеты современных диджеев, которые вроде Four Tet и Daphni играют и записывают около-этно-музыку по современным клубным стандартам: это очень непривычный материал, завернутый в самую привычную и доступную упаковку.', 'Готово к применению сразу по включению.', 'Various Artists Malam Minggu: Saturday Night In Sunda, 2019 (Akuphone)']"
3361	"['Сооснователи лейблов Finders Keepers и Cache Cache Энди Вотель и Даг Шиптон при поддержке великого и ужасного Эндрю Везеролла уже более десяти лет продвигают панк-активизм и его основную установку Do It Yourself в широкие массы.', 'По их мнению, музыкантом человека делают не навыки, не умения и не компетенции, но лишь два факта: то, что он называет себя музыкантом и то, что он признается таким публикой — потому они прямо сравнивают себя с Дюшаном в том, как они отыскивают что-то максимально далекое от стандартов звукозаписи, неумелое, грязное, шумное и заставляют тысячи людей танцевать под это даже на Ибице.', 'Как убежденные панки, они тем самым ратуют за демократизацию музыки, за отстранение ""экспертов"" от монополизации этого символического поля, за осмеяние их высоких образов посредством главного инструмента народного творчества — юмора, трансгрессии устоявшихся форм и пародии на них.', 'Исходя из этого, они определяют панк максимально широко: их заявления пестрят именами марксистов, ситуционистов и деятелей современного искусства, в музыке для них одинаково важны Джон Лайдон и Дженезис Пи-Орридж, Лу Рид и Нил Янг, Терри Райли и Джефф Миллз, краутрок, эзотерическая секта Zeuhl, а также нью-вейв и инди-рок вокруг кассетной культуры C-60.', 'В списке их интересов значатся такие издевательские области как ""синтетический сквотовый поп"", ""угловатый фанк"", ""космический рок от чайников"" и ""мошенническое диско"" — так что уже на уровне хэштегов нам обещают, что здесь не стоит ожидать чего-то не только привычного, но и качественного: ребята не открывают ""непризнанных гениев"", они просто продвигают веселые штуки, от которых отказались все остальные.', 'Многое здесь может быть неповторимо крутым и безумным в нужном месте и в нужное время, однако постоянное прослушивание обширных каталогов Finders Keepers и множества его импринтов обязательно повлечет за собой информационный перегруз в голове слушателя и отрицательно скажется на его вкусе.', 'Ребята за это не переживают, потому что вкус это вообще буржуазная категория, поэтому ну его нафиг.', 'Мы же, хотя и разделяем это мнение, всё же держимся за этот свой единственный капитал, символический капитал вкуса, оправдываясь тем, что это ""прогрессивная буржуазная черта"", поэтому обращаемся к записям Finders Keepers осторожно и крайне дозированно.', 'Хороший повод разговеться и погрузиться в шумное, суетливое, даже бесноватое безумие тру-панка — компиляция Plastic Dance, первая часть которой вышла ещё в 2015-ом, тогда как вторая подоспела совсем недавно.', 'Фокус на сборнике уже сужен, собственно до нашего центрального объекта интереса: танцевальной электронной музыки, так что минимальные предохранители здесь выставлены правильно.', 'Репрезентативность тут тоже не нарушена: на диске представлены как архивные записи, которыми обычно занимаются Finders Keepers, так и работы наших современников, за которые отвечает саблейбл Cache Cache.', ""Комментировать подробно тут что-то бессмысленно, уж, наверно, слишком локальными понятиями оперировали авторы этих композиций при их создании, поэтому я лишь отмечу кусочки, которые мне больше всего приметились, они же самые безумные: психоделический электрофанк Suite 16/9th Floor, тяжелый вяжущий хард-рок There's A Star In You, фри-джазовая дабуха You Can Choke Like This, гимн панк-року для хипстерского поколения нулевых Tyiko Punk Rock, а также звучащий как ремикс Везеролла на My Bloody Valentine электрогитарный соляк Meat Grinder, дешевая аналоговая свистелка IIO и, конечно, джазовая молотилка Zombie House."", 'Various Artists Plastic Dance 1 & 2: Domestic Synth Pop & Patchbay Punk Compiled by Andy Votel & Doug Shipton, 2015 & 2019 (Cache Cache)']"
3360	"['DJ Fett Burger — это ASAP Rocky от мира хауса, в том смысле, что работает он преимущественно через коллаборации, в каждой из них он максимально подстраивается под партнера, от себя привнося, как кажется, только искру вдохновения.', 'Он долгое время мутит лефтфилд-хаус совместно с SVN в проекте XI, руководит эксцентричным танцевальным лейблом Freakout Cult, долгое время продвигает сейчас зазвездившуюся косящую под старорежимную хаус-диву Jayda G, в прошлом году записал крупную диско-коллаборацию с Stiletti-Ana, совсем недавно выпустил эмбиентный idm-лайв Porn Sword Tobacco, — ну и дальше очень долго в этом духе.', 'Fett Burger — хамелеон: он не сформировал собственного отличительного саунда, однако невозможно не признать его вклад в области хауса, особенно лоу-файного или другим образом аутсайдерского.', 'Работает он, как и положено андерграундщику, в основном через многочисленные синглы, которые затем и многочисленные, чтобы их не обсасывали в музыкальных медиа, а слушали только те, кто глубоко в теме, потому и мы про Fett Burger частенько помалкиваем, — однако у нас есть новенький альбом, вроде как всего второй в дискографии продюсера, а это повод напомнить про него и чиркнуть пару строчек по результату.', 'Red Scorpions — совместка с Филлипом Лауэром, больше всего известному по проекту Tuff City Kids с Джердом Дженсоном; этот альбом — это по сути продолжение давнишнего сингла DJ Fett Burger & DJ Speckgürtel - Speckbass, вышедшего ещё в 2013-ом на лейбле Бургера Sex Tags UFO; новый релиз, однако, был подготовлен для конторы покрупнее: Royal Oak, хаус-импринта центрального электро-лейбла Clone.', 'Такое положение в цепи промоушна на 90% определяет звук Red Scorpions: это девяностническое фанковое электро c фирмовым коротко шлепающим цифровым басом, маскирующееся под старорежимный хаус, — музыка, близкая любому опытному рейверу независимо от его вкусовых предпочтений, потому что это просто клубная классика, трибьют всем электронным танцевальным истокам разом.', 'Собственно, записка на обложке и гласит: ""a top selection of dance music for clubs and pubs; and some jams to jazz the sheets"" — и кажется, что Бургер и Лауэр старались записать идеальную фоновую музыку для правильного клуба или даже скорее паба, некий клубный эмбиенс, который бы создавал нужную атмосферу, но не перетягивал на себя слишком много внимания и уж точно не удивлял бы ничем неожиданным.', 'На первой половине альбома ребята проходятся по расслабленному лоу-файному хаусу и заниженному электрофанку, а вот на второй стороне пробуют себя и в смежных формах: техноватой 6Drops в двух вариантах — чикагском Piano Mix и эйсидовом Technocid Mix; тропическом рейв-бэнгере Ibiza Ritter; мечтательном диско-филлере с удачным заголовком Sting Collins и, наконец, на лучшем треке здесь — Sonnen Ambiente, глубоком старорежимном электрофанке в духе Дэльроя Эдвардса с цифровым басом витиевато свингующим через волны лоу-файного эмбиента.', 'DJ Fett Burger / DJ Speckgürtel Red Scorpions, 2019 (Royal Oak)']"
3349	"['Новиночки от Бэриала!', 'Уильям Бивен молчал два года, тут выдал новый двойной сингл — и на нём мы находим его почти там же, где оставили в предыдущий раз.', 'На первой стороне сингла стоит Claustro, кажется, самый попсовый трек Бэриала со времен Archangel, да и вообще эти песни похожи, они делят схожую формулу успеха: быстрый танцовый тустеп, наслаивающийся рнб-вокал, нарезанный на короткие лупы и запоминающаяся эйфорично-дистопичная мелодическая линия, в данном случае трансушная.', 'Однако не стоит говорить, что Бэриал возвращается назад: чем дальше в его дискографии, тем больше Бэриала интересуют мелкие детали и особенности саунда, всё более углубляющие его расхождение с мейнстримом британской электронной сцены — и на Claustro его интересовало не столько снова сделать радиоформатный бэнгер спустя столько лет, сколько повторить эффект рассинхронизирующегося, сбивающегося, разваливающегося рейва, которого он уже добился на одном из последних треков Indoors ( Claustro звучит как трек для катарсиса тусы, который бы одновременно был её коллапсом — типа менты уже пришли в самый разгар чересчур горячего веселья и все уже понимают, что все пойдет по пизде, но диджей успевает поставить последний трек и все слишком пьяны, чтобы на нем не отдэнсить.', 'И что важно, этот истерический эффект возникает даже не от сочетания приподнятости мелодий и пессимистичности продакшна, а из группирующихсяс микро-рассинхронов между разными дорожками и семплами — кажется, что части трека спешат друг за другом, но никогда не выравниваются по скорости, из-за чего возникает почти подсознательное чувство суетливости.', 'На второй же стороне Бэриал представляет нечто совсем другое: блеклый, но глубокий скорбный эмбиент State Forest, мне понравилось его сравнение в RA с саундскейпами к старым видеоиграм, я сам под него прям представляю какой-нибудь Gorky-17.', 'Впрочем, несмотря на его полную несвязанность с первым треком Claustro, также понятно, что это продолжение его безбитовых экспериментов, начатых на Subtemple ( всё те же два года назад.', 'Можно было бы возмущаться, мол такой перерыв должен быть связан с серьезными инновациями в саунде, по которым некоторые ""поклонники"" плачут уже десятилетие, мол выпускай или мало, но разное или много похожего.', 'Но кажется, что Бэриал уже столь сложился как цельный мастер на своей музыкальной поляне, что конкурентов у него нет и поблизости и он может в своё удовольствие заниматься чем умеет, не торопясь изучать криминальные клубные руины криптографичного-антиутопического южного Лондона из параллельной вселенной, подключаясь к нему со старой приставки через дайал-ап.', 'А нам надо относиться к каждому новому треку как к продолжению любимого сериала, с большим интересом, но некритично: во-первых, с каждой новой серией (синглом) есть некоторое развитие, но в целом сериал (музыкальный мир Бэриала) меняется слабо; а главное, во-вторых, как любой сериал не имеет никакого отношения к реальности, так и развитие саунда Бэриала не имеет никакого отношения к изменению состояния какой-либо из музыкальных сцен.', 'Эффектно повторить его саунд, кажется, уже все отчаялись, а он сам ни за кем гнаться и не думал.', 'Burial Claustro / State Forest, 2019 (Hyperdub)']"
3348	"['Небольшая заметка о жертвах политики по ту сторону ""направления угнетения"": марокканец Шэмс Динн всю душу отдал западным ценностям, в юности в середине восьмидесятых эмигрировал во Францию, пробивался как мог в Париже сначала через брейкданс, потом как эмси и фристайлер, наконец, в 1987-ом он записал песню Hedi Bled Noum, электро, моментально ставшее хитом андерграундого Парижа.', 'Потенциально ценного паренька сразу забрали подписывать на некий мейджор-лейбл, пошла запись его дебютника с ""ориентальным электро и хип-хопом"", ""типа Egyptian Lover, только из Марокко"".', 'Однако вскоре началась война в Персидском заливе, воротилы лейбла решили не брать на себя минимальные репутационные риски, недолго взвесили все издержки и выбросили поца обратно на улицу на полпути к альбому вместе с гайдлайнами по мультикультурализму и глобализации.', 'Пацан обозлился на музыкальную индустрию и послал всех нахуй, досрочно закончив свою музыкальную карьеру, просто не понимая, что за хуйня творится вокруг него.', 'Получил по ебальнику тупо ни за что ни с сего.', 'Вот, а тридцать лет спустя музгики прошарили за эту историю, нашли в запасниках лейбла песни для того альбома, набрали у Динна разные демки — и выпустили это вместе с единственным синглом Hedi Bled Noum.', 'Помним, любим, скорбим!', 'Не забудем, не простим!', 'Shams Dinn 2018, شمس دين (Smiling C)']"
3347	"['Во, крутая история из Ганы.', 'Жил там Роб Рой Рейндорф, с детства заслушивался Отисом Реддингом, Джеймсом Брауном, Уилсоном Пикеттом, Реем Чарльзом, американским соулом и фанком, поигрывал что-то отдаленно похожее то там, то здесь по западной Африке, пока в 28 лет не обрел своё лучшее музыкальное пристанище... в ганийской армии!', 'Африка это пиздец, но короч карго-культ там в те времена дошел до такой степени, что музыкальные батальоны использовались в основном для того, чтобы играть солдатам каверы на американские соул-хиты — и это была настолько важная задача, что армейские музыканты получали самое современное музыкальное оборудование во всей стране, синтезаторы Yamaha, огромную духовую секцию, еду, жилье, медицинскую страховку и собственный автобус для туров по горячим точкам, — музыканты уважались, ни в чем не нуждались, а в свободное время были вольны делать что захотят.', 'Одними из примкнувших к армейскому оркестру был ансамбль Ампонши Роксона Mag-2.', 'Роб Рейндорф увидел их на одном из городских концертов в Аккре, познакомился, что вылилось в конце 70-х в два совместных альбома, записанных буквально в армейском бараке, куда Роба пускали за сигареты и вкусности.', 'Funky Rob Way, или просто Rob — первая из двух пластинок, недавно переизданный лейблами Analog Africa и Mr Bongo, яркий афробит со тяжелым грувом, электроорганом, трубящей медью, гитарками, делающими ""wah-wah"", невероятно объемной перкуссией и, конечно, самим красавчиком Робом, выкрикивающим что-то бессмысленное, но бесподобно стильное; такой Джеймс Браун в антураже космического фанка.', 'Песни имели успех, однако он продлился недолго: уже в конце 70-х коммерческий интерес в западной Африке смещался от фанка и соула к диско и буги.', 'Чтобы подрезать эту тенденцию на взлете и перехватить повестку, Роб спешно записал третий альбом Hellfire в Нигерии, однако лейбл, как это и бывает в Африке, потерял все пленки и нашел и издал их только к 1981-му, когда битва уже была проиграна.', 'Денег не было, что вынудило Роба отправиться гастарбайтить в Германию и Швецию, но у истории счастливый финал: Роб накопил сбережения, вернулся в родную Аккру и открыл там ресторанчик Chicken Pepper — где его вроде как до сих пор можно видеть каждый день.', 'Rob Rob, 1977 (Essiebons)']"
3346	"['Мб вы и не слышали, но похоже, что Радка Тонефф — это главный голос норвежского джаза, известный и признаваемый таковым как в конце 70-х, так и до сих пор.', 'Уже спустя два года после того, как она закончила консерваторию, её первый альбом Winter Poem стал лауреатом категории ""лучший вокал 1977"" на Spellemannprisen, ""норвежском грэмми"", в 1980-ом она становится финалисткой национального Евровидения, а в 1982-ом она уже посмертно получает награду норвежской джазовой организации и в её честь учреждается мемориальный фонд.', 'Спустя десятилетия ничего не меняется.', 'Журнал Ballade делает свою подборку двадцати лучших норвежских джазовых альбомов и Тонефф оказывается единственной, встречающейся в списке трижды, да к тому же это все альбомы, которые она успела записать за свою жизнь.', 'А газета Morgenbladet в 2011-ом попросту назвала её последний альбом Fairytales лучшей норвежской пластинкой эвер.', 'Этот альбом был выпущен буквально за пару недель до её самоубийства снотворным в лесу и был первым проектом в перспективной совместной работе с шведско-американским пианистом Стивом Доброгошем.', 'Главное, что удивляет на этой пластинке это даже не голос Тонефф, а манера его использования и стиль аранжировки: хотя альбом и безусловно джазовый, джаз в нем легко потерять из вида, слишком уж он тяготеет к восьмидесятническому попу, арт-попу и особенно Кейт Буш.', 'Из джаза Тонефф и Доброгоша как будто под корень удален главный рудимент, оставшийся в нем из Америки, приверженность груву — зато в нём оказывается чрезвычайно развит скандинавский перекос внимания в сторону мелодии, богатой, дорогой и сентиментальной, а потому и близкой к попсе.', 'Radka Toneff & Steve Dobrogosz Fairytales, 1986 (Odin)']"
3345	['Образцовый, но не самый типичный нью-вейв из тех времен, когда Рюити Сакамото ещё не стал всезнающим суперкомпозитором, который сам кого угодно запродюсирует, а был всего лишь молодой звездой, вроде как почти случайно придумавшей стиль электро уже на своем втором альбоме в 1980-ом — а потому в 1982-ом продюсировали его, причем продюсировали тяжелой артиллерией и старой гвардией.', 'Для проекта The Arrangement нашелся солидный соавтор — Робин Скотт из синтпоп-проекта M, сессионными музыкантами вообще оказались ребята из Yellow Magic Orchestra и Эдриан Белью, гитарист King Crimson и Дэвида Боуи.', 'Получилось диковато, но прикольно: музыка эта по своей сути новаторская и футуристичная, нью-вейв, синтпоп, электро — но частенько звучит она как будто из-под уже старомодной патины прог-рока.', 'Впрочем, прог-рок тоже когда-то был космическим и дохуя футуристичным — но легче от этого факта когнитивный диссонанс на The Arrangement не становится.', 'P.S.', 'Отдельный комплимент шутливому инструментальному треку Happy End, внезапно обращающегося под конец релиза к дабу, звучит виньетка очень в злобу дня, прям такой Bullion из 80-х.', 'Ryuichi Sakamoto & Robin Scott The Arrangement, 1982 (Alfa)']
3341	"['Лютая коллаборация двух швейцарцев в жанре примордиальный ""фри форм"": Бенджамин Килхофер, молодой экспериментальный продюсер, уже выпустивший три важных релиза, о которых мы когда-нибудь расскажем — играет здесь на модульном синте; а молодой, но перспективный барабанщик Майкл Энклин — на ручных барабанах и прочей перкуссии.', 'Тема их совместных студийных импровизаций вынесена в заглавие: ""Moto Perpetuo"" — ""движение вечное"", без потери энергии, такое, которое порождается вечным двигателем, то есть движение непрерывное, идеальное и невозможное.', 'Это выразилось в трех особенностях.', 'Во-первых, центральной для пластинки стал образ кругового движения, это действительно редкий альбом, который ощущается так, будто он играет не спереди и не вокруг, а по кругу, будто музыка кружится вокруг нас, раздаваясь то слева, то справа, то спереди, похожее впечатление я могу вспомнить только от альбома New Slaves фри-джаз-бенда ZS.', 'Во-вторых, в идее пластинки было создание из двух музыкантов одного инструмента-системы, в котором акустические и электронные части были бы глубоко переплетены и моментально отражались друг в друге, поддерживая движение друг в друге и делая его в паре неостановимым.', 'Отсюда ощущение этой музыки как от заранее заведенной музыкальной шкатулки, некой самоиграющей электромеханической системы, это подчеркивается пуантилистскими, но очень фактурными и звонкими ударными, рифмующимися электронными блипами и кликами, а также странными, как будто расстроенными, подсевшими, игрушечными модулярными пэдами.', 'Отсюда же несколько сайфайная атмосфера, похожая на Elaenia от Floating Points ( кажется, что ребята собрали где-то в лаборатории агрегат для изучения невозможной физики.', 'Также из этой метафоры рождается и ощущение хрупкости каждой из композиций, будто они просчитаны настолько точно, что любой лишний элемент сразу их сломает — и поэтому, несмотря на то, что формально Килхофер и Энклин занимаются изучением бесконечного движения, каждая из композиций здесь предельно конечна и даже коротка: они как будто пробуют различные маловероятные сборки вечного двигателя, внимательно наблюдают за всей их странной машинерией, но в конце концов запас любого движения исчерпывает себя и звук смолкает.', 'Наконец, в-третьих, Килхофер и Энклин связывают концепт вечного движения с изменением нашего понимания времени и вечности.', 'Они стремились создать такую музыку, скорость которой свободно плавала прямо внутри композиции и постоянно менялась по её ходу.', 'Таким образом они заотстряют наше внимание не на абсолютном времени, которое занимает у нас прослушивание композиции, а на субъективном, относительном времени, то есть том, как внутри этих композиций соорганизованы длительности.', 'Как мне кажется, здесь вечность понимается не столько как процесс, не имеющий конца, сколько те моменты, в которых ничего в этом процессе не располагает к завершению.', '(В принципе, это абсолютно верная интерпретация вечности, просто потому что время чисто логически не может лежать в вечности, тогда как вечность вполне может быть объята во времени.)', 'Так и тут: каждый звук Moto Perpetuo почти моментально вызывает по каскаду другой, они очень плотно зацеплены друг за другом, каждый из них — закорючка-запятая, которая не столько закрывает предыдущую фразу, сколько обещает её продолжение, тогда как точки здесь — редки и незаметны.', 'Kilchhofer & Anklin Moto Perpetuo, 2019 (Marionette)']"
3337	['В 80-х Бельгия была очень важным местом для развития низовой электронной музыки на базе пост-панка и индастриала, и одной из силовых точек тогдашнего движения был лейбл Les Disques Du Crepuscule, привезший в страну New Order и A Certain Ratio и издавший множество местных ребят, некоторые из которых сегодня смотрятся даже интереснее названных синтпоп-икон.', 'Один из самых знаковых примеров — франко-бельгийская команда Antena, группа с короткой историей, с которой начинала свою карьеру позже довольно известная солистка Изабелла Повага.', 'Единственный альбом, который они выпустили в оригинальном составе, вышел в 1982-ом, назывался Camino Del Sol и содержал в себе всего пять песен — композиций, возведенных в культ за их оригинальность и органичность: казалось, это были поп-хиты, существовавшие где-то в коллективном бессознательном уже с два десятка лет, однако найти им аналоги было никак нельзя.', 'Antena были с одной стороны серьезным синтпопом, вдохновлявшихся напрямую Kraftwerk; с другой стороны, они многое взяли и от культуры DIY и свойственного ей минимализма: от бельгийских минимал-вейва, постпанка и индастриала, при желании в них можно расслышать и сильное влияние группы Suicide; с третьей стороны, они записывали латинские поп-ритмы: тропикалию, босса-нову и психоделический рок в духе Os Mutantes — только оформляли все это в электронные аранжировки, что в 1982-ом не было обычным делом даже собственно в Южной Америке; и, наконец, с четвертой стороны, их песни часто, намеренно или нет, обретали параллели с французским шансоном.', 'Все эти четыре группы влияний проявлялись не попеременно, а все разом, так что любую песню можно было легко вписать в любой из четырех контекстов, но понять, как её повторить — с трудом.', 'Только в 2004-ом Camino Del Sol получил достойное полноценное издание со всеми шестнадцатью охуенными песнями, записанными на сессиях к альбому, их подготовку, ремастеринг, редизайн и переиздание провел лейбл The Numero Group, собственно на этом проекте и получивший широкую известность.', 'Antena Camino Del Sol, 2004 (The Numero Group)']
